"","ALLSKY_SFC_SW_DWN","Zone","DATE"
"85916",13.02,"Essa","2020-09-28"
"85917",11.6,"Essa","2020-09-29"
"85918",8.78,"Essa","2020-09-30"
"85919",10.91,"Essa","2020-10-01"
"85920",9.5,"Essa","2020-10-02"
"85921",7.58,"Essa","2020-10-03"
"85922",3.82,"Essa","2020-10-04"
"85923",14.02,"Essa","2020-10-05"
"85924",8.57,"Essa","2020-10-06"
"85925",9.97,"Essa","2020-10-07"
"85926",9.7,"Essa","2020-10-08"
"85927",10.45,"Essa","2020-10-09"
"85928",5.15,"Essa","2020-10-10"
"85929",16.29,"Essa","2020-10-11"
"85930",7,"Essa","2020-10-12"
"85931",14.52,"Essa","2020-10-13"
"85932",13.04,"Essa","2020-10-14"
"85933",2.38,"Essa","2020-10-15"
"85934",12.17,"Essa","2020-10-16"
"85935",12,"Essa","2020-10-17"
"85936",2.53,"Essa","2020-10-18"
"85937",8.2,"Essa","2020-10-19"
"85938",8.61,"Essa","2020-10-20"
"85939",5.28,"Essa","2020-10-21"
"85940",4.4,"Essa","2020-10-22"
"85941",10.04,"Essa","2020-10-23"
"85942",9.59,"Essa","2020-10-24"
"85943",7.07,"Essa","2020-10-25"
"85944",3.87,"Essa","2020-10-26"
"85945",3.65,"Essa","2020-10-27"
"85946",10.64,"Essa","2020-10-28"
"85947",3.53,"Essa","2020-10-29"
"85948",10.74,"Essa","2020-10-30"
"85949",11.29,"Essa","2020-10-31"
"85950",4.93,"Essa","2020-11-01"
"85951",6.75,"Essa","2020-11-02"
"85952",4.93,"Essa","2020-11-03"
"85953",10.03,"Essa","2020-11-04"
"85954",7.03,"Essa","2020-11-05"
"85955",8.5,"Essa","2020-11-06"
"85956",8.9,"Essa","2020-11-07"
"85957",10.48,"Essa","2020-11-08"
"85958",8.18,"Essa","2020-11-09"
"85959",7.32,"Essa","2020-11-10"
"85960",8.72,"Essa","2020-11-11"
"85961",10.12,"Essa","2020-11-12"
"85962",3.58,"Essa","2020-11-13"
"85963",9.72,"Essa","2020-11-14"
"85964",1.67,"Essa","2020-11-15"
"85965",3.23,"Essa","2020-11-16"
"85966",5.51,"Essa","2020-11-17"
"85967",4.95,"Essa","2020-11-18"
"85968",5.52,"Essa","2020-11-19"
"85969",5.15,"Essa","2020-11-20"
"85970",3.18,"Essa","2020-11-21"
"85971",2.39,"Essa","2020-11-22"
"85972",2.95,"Essa","2020-11-23"
"85973",3.91,"Essa","2020-11-24"
"85974",2.9,"Essa","2020-11-25"
"85975",1.56,"Essa","2020-11-26"
"85976",2.69,"Essa","2020-11-27"
"85977",6.15,"Essa","2020-11-28"
"85978",7.66,"Essa","2020-11-29"
"85979",1.67,"Essa","2020-11-30"
"85980",2.75,"Essa","2020-12-01"
"85981",8.1,"Essa","2020-12-02"
"85982",1.71,"Essa","2020-12-03"
"85983",2.81,"Essa","2020-12-04"
"85984",4.41,"Essa","2020-12-05"
"85985",7.84,"Essa","2020-12-06"
"85986",7.67,"Essa","2020-12-07"
"85987",7.33,"Essa","2020-12-08"
"85988",1.89,"Essa","2020-12-09"
"85989",3.48,"Essa","2020-12-10"
"85990",4.33,"Essa","2020-12-11"
"85991",1.96,"Essa","2020-12-12"
"85992",3.42,"Essa","2020-12-13"
"85993",2.86,"Essa","2020-12-14"
"85994",7.13,"Essa","2020-12-15"
"85995",2.9,"Essa","2020-12-16"
"85996",6.92,"Essa","2020-12-17"
"85997",7.44,"Essa","2020-12-18"
"85998",2.4,"Essa","2020-12-19"
"85999",2.37,"Essa","2020-12-20"
"86000",2.63,"Essa","2020-12-21"
"86001",4.76,"Essa","2020-12-22"
"86002",3.48,"Essa","2020-12-23"
"86003",1.23,"Essa","2020-12-24"
"86004",2.68,"Essa","2020-12-25"
"86005",3.28,"Essa","2020-12-26"
"86006",2.73,"Essa","2020-12-27"
"86007",1.99,"Essa","2020-12-28"
"86008",5.22,"Essa","2020-12-29"
"86009",1.4,"Essa","2020-12-30"
"86010",2.86,"Essa","2020-12-31"
"86011",2.91,"East","2020-01-01"
"86012",2.95,"East","2020-01-02"
"86013",2.57,"East","2020-01-03"
"86014",2.77,"East","2020-01-04"
"86015",4.03,"East","2020-01-05"
"86016",3.12,"East","2020-01-06"
"86017",6.52,"East","2020-01-07"
"86018",4.66,"East","2020-01-08"
"86019",6.76,"East","2020-01-09"
"86020",2.06,"East","2020-01-10"
"86021",1.01,"East","2020-01-11"
"86022",2.73,"East","2020-01-12"
"86023",1.6,"East","2020-01-13"
"86024",2.82,"East","2020-01-14"
"86025",2.53,"East","2020-01-15"
"86026",4.68,"East","2020-01-16"
"86027",8.74,"East","2020-01-17"
"86028",3.25,"East","2020-01-18"
"86029",5.4,"East","2020-01-19"
"86030",8.66,"East","2020-01-20"
"86031",6.07,"East","2020-01-21"
"86032",6.02,"East","2020-01-22"
"86033",4.05,"East","2020-01-23"
"86034",5.56,"East","2020-01-24"
"86035",3.1,"East","2020-01-25"
"86036",2.13,"East","2020-01-26"
"86037",3.27,"East","2020-01-27"
"86038",3.21,"East","2020-01-28"
"86039",10.47,"East","2020-01-29"
"86040",9.89,"East","2020-01-30"
"86041",7.45,"East","2020-01-31"
"86042",6.54,"East","2020-02-01"
"86043",4.95,"East","2020-02-02"
"86044",4.88,"East","2020-02-03"
"86045",5.75,"East","2020-02-04"
"86046",11.06,"East","2020-02-05"
"86047",3.56,"East","2020-02-06"
"86048",2.36,"East","2020-02-07"
"86049",12.12,"East","2020-02-08"
"86050",9.94,"East","2020-02-09"
"86051",7.31,"East","2020-02-10"
"86052",4.46,"East","2020-02-11"
"86053",9.6,"East","2020-02-12"
"86054",5.82,"East","2020-02-13"
"86055",12.62,"East","2020-02-14"
"86056",9,"East","2020-02-15"
"86057",6.7,"East","2020-02-16"
"86058",12.19,"East","2020-02-17"
"86059",3.11,"East","2020-02-18"
"86060",13,"East","2020-02-19"
"86061",14.11,"East","2020-02-20"
"86062",14.03,"East","2020-02-21"
"86063",12.44,"East","2020-02-22"
"86064",13.26,"East","2020-02-23"
"86065",13.46,"East","2020-02-24"
"86066",8.59,"East","2020-02-25"
"86067",6.89,"East","2020-02-26"
"86068",5.61,"East","2020-02-27"
"86069",10.7,"East","2020-02-28"
"86070",14.81,"East","2020-02-29"
"86071",16.35,"East","2020-03-01"
"86072",5.32,"East","2020-03-02"
"86073",11.38,"East","2020-03-03"
"86074",9.98,"East","2020-03-04"
"86075",7.36,"East","2020-03-05"
"86076",6.14,"East","2020-03-06"
"86077",17.76,"East","2020-03-07"
"86078",14.3,"East","2020-03-08"
"86079",13.96,"East","2020-03-09"
"86080",4.58,"East","2020-03-10"
"86081",12.46,"East","2020-03-11"
"86082",15.89,"East","2020-03-12"
"86083",10.12,"East","2020-03-13"
"86084",17.05,"East","2020-03-14"
"86085",19.77,"East","2020-03-15"
"86086",18.48,"East","2020-03-16"
"86087",7.21,"East","2020-03-17"
"86088",14.7,"East","2020-03-18"
"86089",9.29,"East","2020-03-19"
"86090",6.05,"East","2020-03-20"
"86091",20.92,"East","2020-03-21"
"86092",21.11,"East","2020-03-22"
"86093",9.08,"East","2020-03-23"
"86094",13.8,"East","2020-03-24"
"86095",12.81,"East","2020-03-25"
"86096",6.98,"East","2020-03-26"
"86097",21.68,"East","2020-03-27"
"86098",11.46,"East","2020-03-28"
"86099",3.77,"East","2020-03-29"
"86100",7.75,"East","2020-03-30"
"86101",19.07,"East","2020-03-31"
"86102",14.41,"East","2020-04-01"
"86103",16.25,"East","2020-04-02"
"86104",8.68,"East","2020-04-03"
"86105",19.27,"East","2020-04-04"
"86106",6.58,"East","2020-04-05"
"86107",22.3,"East","2020-04-06"
"86108",22.08,"East","2020-04-07"
"86109",12.27,"East","2020-04-08"
"86110",4.74,"East","2020-04-09"
"86111",11,"East","2020-04-10"
"86112",18.81,"East","2020-04-11"
"86113",12.91,"East","2020-04-12"
"86114",3.61,"East","2020-04-13"
"86115",18.81,"East","2020-04-14"
"86116",18.02,"East","2020-04-15"
"86117",19.71,"East","2020-04-16"
"86118",17.28,"East","2020-04-17"
"86119",21.19,"East","2020-04-18"
"86120",6.9,"East","2020-04-19"
"86121",27.49,"East","2020-04-20"
"86122",11.74,"East","2020-04-21"
"86123",20.65,"East","2020-04-22"
"86124",27.46,"East","2020-04-23"
"86125",18.67,"East","2020-04-24"
"86126",26.79,"East","2020-04-25"
"86127",10.68,"East","2020-04-26"
"86128",17.97,"East","2020-04-27"
"86129",26.61,"East","2020-04-28"
"86130",17.08,"East","2020-04-29"
"86131",7.38,"East","2020-04-30"
"86132",14.93,"East","2020-05-01"
"86133",22.53,"East","2020-05-02"
"86134",21.26,"East","2020-05-03"
"86135",13.72,"East","2020-05-04"
"86136",25.49,"East","2020-05-05"
"86137",23.72,"East","2020-05-06"
"86138",21.67,"East","2020-05-07"
"86139",16.19,"East","2020-05-08"
"86140",19.86,"East","2020-05-09"
"86141",19.31,"East","2020-05-10"
"86142",21.08,"East","2020-05-11"
"86143",24.21,"East","2020-05-12"
"86144",29.48,"East","2020-05-13"
"86145",24.05,"East","2020-05-14"
"86146",6.2,"East","2020-05-15"
"86147",15.63,"East","2020-05-16"
"86148",24.83,"East","2020-05-17"
"86149",28.24,"East","2020-05-18"
"86150",25.05,"East","2020-05-19"
"86151",30.1,"East","2020-05-20"
"86152",29.43,"East","2020-05-21"
"86153",30.62,"East","2020-05-22"
"86154",29.36,"East","2020-05-23"
"86155",24.29,"East","2020-05-24"
"86156",8.42,"East","2020-05-25"
"86157",24.75,"East","2020-05-26"
"86158",28,"East","2020-05-27"
"86159",17.57,"East","2020-05-28"
"86160",18.82,"East","2020-05-29"
"86161",18.3,"East","2020-05-30"
"86162",20.04,"East","2020-05-31"
"86163",18.31,"East","2020-06-01"
"86164",11.14,"East","2020-06-02"
"86165",7.55,"East","2020-06-03"
"86166",25.83,"East","2020-06-04"
"86167",28.16,"East","2020-06-05"
"86168",22.71,"East","2020-06-06"
"86169",26.63,"East","2020-06-07"
"86170",28.12,"East","2020-06-08"
"86171",16.7,"East","2020-06-09"
"86172",15.42,"East","2020-06-10"
"86173",23.69,"East","2020-06-11"
"86174",24.65,"East","2020-06-12"
"86175",20.49,"East","2020-06-13"
"86176",27.54,"East","2020-06-14"
"86177",30.17,"East","2020-06-15"
"86178",29.99,"East","2020-06-16"
"86179",30.85,"East","2020-06-17"
"86180",31.11,"East","2020-06-18"
"86181",28.97,"East","2020-06-19"
"86182",29.7,"East","2020-06-20"
"86183",27.63,"East","2020-06-21"
"86184",23.87,"East","2020-06-22"
"86185",22.03,"East","2020-06-23"
"86186",14.13,"East","2020-06-24"
"86187",17.77,"East","2020-06-25"
"86188",17.38,"East","2020-06-26"
"86189",12.17,"East","2020-06-27"
"86190",18.62,"East","2020-06-28"
"86191",19.47,"East","2020-06-29"
"86192",17.35,"East","2020-06-30"
"86193",26.13,"East","2020-07-01"
"86194",14.73,"East","2020-07-02"
"86195",25.55,"East","2020-07-03"
"86196",28.3,"East","2020-07-04"
"86197",25.81,"East","2020-07-05"
"86198",29.85,"East","2020-07-06"
"86199",26.78,"East","2020-07-07"
"86200",23.98,"East","2020-07-08"
"86201",27.46,"East","2020-07-09"
"86202",25.23,"East","2020-07-10"
"86203",12.21,"East","2020-07-11"
"86204",17.42,"East","2020-07-12"
"86205",20.68,"East","2020-07-13"
"86206",21.59,"East","2020-07-14"
"86207",25.98,"East","2020-07-15"
"86208",12.44,"East","2020-07-16"
"86209",22.65,"East","2020-07-17"
"86210",24.57,"East","2020-07-18"
"86211",15.64,"East","2020-07-19"
"86212",20.04,"East","2020-07-20"
"86213",21.76,"East","2020-07-21"
"86214",15.43,"East","2020-07-22"
"86215",14.54,"East","2020-07-23"
"86216",27.82,"East","2020-07-24"
"86217",24.86,"East","2020-07-25"
"86218",17.99,"East","2020-07-26"
"86219",15.85,"East","2020-07-27"
"86220",26.77,"East","2020-07-28"
"86221",18.89,"East","2020-07-29"
"86222",21.64,"East","2020-07-30"
"86223",26.1,"East","2020-07-31"
"86224",25.78,"East","2020-08-01"
"86225",6.33,"East","2020-08-02"
"86226",20.45,"East","2020-08-03"
"86227",5.45,"East","2020-08-04"
"86228",18.28,"East","2020-08-05"
"86229",25.99,"East","2020-08-06"
"86230",26.72,"East","2020-08-07"
"86231",26.04,"East","2020-08-08"
"86232",8.56,"East","2020-08-09"
"86233",18.99,"East","2020-08-10"
"86234",17.43,"East","2020-08-11"
"86235",25.82,"East","2020-08-12"
"86236",23.9,"East","2020-08-13"
"86237",26.01,"East","2020-08-14"
"86238",25.72,"East","2020-08-15"
"86239",22.07,"East","2020-08-16"
"86240",19.26,"East","2020-08-17"
"86241",20.78,"East","2020-08-18"
"86242",21.26,"East","2020-08-19"
"86243",11.55,"East","2020-08-20"
"86244",15.37,"East","2020-08-21"
"86245",23.51,"East","2020-08-22"
"86246",17.18,"East","2020-08-23"
"86247",14.78,"East","2020-08-24"
"86248",17.89,"East","2020-08-25"
"86249",24.02,"East","2020-08-26"
"86250",8.67,"East","2020-08-27"
"86251",19.44,"East","2020-08-28"
"86252",4.39,"East","2020-08-29"
"86253",19.06,"East","2020-08-30"
"86254",22.51,"East","2020-08-31"
"86255",9.41,"East","2020-09-01"
"86256",5.72,"East","2020-09-02"
"86257",20.35,"East","2020-09-03"
"86258",18.62,"East","2020-09-04"
"86259",18.97,"East","2020-09-05"
"86260",19.6,"East","2020-09-06"
"86261",6.83,"East","2020-09-07"
"86262",8.49,"East","2020-09-08"
"86263",5.68,"East","2020-09-09"
"86264",5.13,"East","2020-09-10"
"86265",17.87,"East","2020-09-11"
"86266",20.09,"East","2020-09-12"
"86267",3.79,"East","2020-09-13"
"86268",18.14,"East","2020-09-14"
"86269",10.32,"East","2020-09-15"
"86270",13.25,"East","2020-09-16"
"86271",18.03,"East","2020-09-17"
"86272",15.63,"East","2020-09-18"
"86273",19.34,"East","2020-09-19"
"86274",20.14,"East","2020-09-20"
"86275",19.57,"East","2020-09-21"
"86276",16.27,"East","2020-09-22"
"86277",14.33,"East","2020-09-23"
"86278",9.73,"East","2020-09-24"
"86279",10.93,"East","2020-09-25"
"86280",14.32,"East","2020-09-26"
"86281",9.99,"East","2020-09-27"
"86282",10.2,"East","2020-09-28"
"86283",6.28,"East","2020-09-29"
"86284",8.07,"East","2020-09-30"
"86285",10.48,"East","2020-10-01"
"86286",5.49,"East","2020-10-02"
"86287",10.11,"East","2020-10-03"
"86288",9.42,"East","2020-10-04"
"86289",6.24,"East","2020-10-05"
"86290",8.69,"East","2020-10-06"
"86291",5.8,"East","2020-10-07"
"86292",11.75,"East","2020-10-08"
"86293",12.14,"East","2020-10-09"
"86294",8.09,"East","2020-10-10"
"86295",15.71,"East","2020-10-11"
"86296",10.75,"East","2020-10-12"
"86297",3.14,"East","2020-10-13"
"86298",12.91,"East","2020-10-14"
"86299",5.09,"East","2020-10-15"
"86300",3.82,"East","2020-10-16"
"86301",12.71,"East","2020-10-17"
"86302",6.66,"East","2020-10-18"
"86303",3.37,"East","2020-10-19"
"86304",7.2,"East","2020-10-20"
"86305",2.9,"East","2020-10-21"
"86306",5.63,"East","2020-10-22"
"86307",9.6,"East","2020-10-23"
"86308",8.16,"East","2020-10-24"
"86309",10.6,"East","2020-10-25"
"86310",2.36,"East","2020-10-26"
"86311",9,"East","2020-10-27"
"86312",6.11,"East","2020-10-28"
"86313",4.2,"East","2020-10-29"
"86314",11.94,"East","2020-10-30"
"86315",11.3,"East","2020-10-31"
"86316",3.2,"East","2020-11-01"
"86317",8.19,"East","2020-11-02"
"86318",7.49,"East","2020-11-03"
"86319",8.74,"East","2020-11-04"
"86320",9.84,"East","2020-11-05"
"86321",6.56,"East","2020-11-06"
"86322",8.39,"East","2020-11-07"
"86323",9.73,"East","2020-11-08"
"86324",7.73,"East","2020-11-09"
"86325",7.85,"East","2020-11-10"
"86326",2.8,"East","2020-11-11"
"86327",7.75,"East","2020-11-12"
"86328",5.12,"East","2020-11-13"
"86329",6.38,"East","2020-11-14"
"86330",1.71,"East","2020-11-15"
"86331",4.22,"East","2020-11-16"
"86332",5.22,"East","2020-11-17"
"86333",6.02,"East","2020-11-18"
"86334",4.02,"East","2020-11-19"
"86335",3.66,"East","2020-11-20"
"86336",6.99,"East","2020-11-21"
"86337",2.81,"East","2020-11-22"
"86338",3.25,"East","2020-11-23"
"86339",7.86,"East","2020-11-24"
"86340",2.61,"East","2020-11-25"
"86341",2.59,"East","2020-11-26"
"86342",2,"East","2020-11-27"
"86343",3.88,"East","2020-11-28"
"86344",6.05,"East","2020-11-29"
"86345",1.91,"East","2020-11-30"
"86346",2.15,"East","2020-12-01"
"86347",3.12,"East","2020-12-02"
"86348",2.19,"East","2020-12-03"
"86349",2.14,"East","2020-12-04"
"86350",2.95,"East","2020-12-05"
"86351",5.74,"East","2020-12-06"
"86352",5.25,"East","2020-12-07"
"86353",4.18,"East","2020-12-08"
"86354",2.08,"East","2020-12-09"
"86355",3.26,"East","2020-12-10"
"86356",3.86,"East","2020-12-11"
"86357",1.71,"East","2020-12-12"
"86358",2.7,"East","2020-12-13"
"86359",3.04,"East","2020-12-14"
"86360",6.61,"East","2020-12-15"
"86361",4.69,"East","2020-12-16"
"86362",4.35,"East","2020-12-17"
"86363",7.21,"East","2020-12-18"
"86364",3.42,"East","2020-12-19"
"86365",2.33,"East","2020-12-20"
"86366",2.9,"East","2020-12-21"
"86367",2.48,"East","2020-12-22"
"86368",1.86,"East","2020-12-23"
"86369",1.31,"East","2020-12-24"
"86370",1.09,"East","2020-12-25"
"86371",4.16,"East","2020-12-26"
"86372",4.87,"East","2020-12-27"
"86373",1.16,"East","2020-12-28"
"86374",6.9,"East","2020-12-29"
"86375",2.1,"East","2020-12-30"
"86376",3.08,"East","2020-12-31"
"86377",3.3,"Northwest","2020-01-01"
"86378",2.86,"Northwest","2020-01-02"
"86379",3.52,"Northwest","2020-01-03"
"86380",3.28,"Northwest","2020-01-04"
"86381",3.39,"Northwest","2020-01-05"
"86382",3.22,"Northwest","2020-01-06"
"86383",3.2,"Northwest","2020-01-07"
"86384",4.73,"Northwest","2020-01-08"
"86385",2.81,"Northwest","2020-01-09"
"86386",4.23,"Northwest","2020-01-10"
"86387",5.14,"Northwest","2020-01-11"
"86388",4.08,"Northwest","2020-01-12"
"86389",4.89,"Northwest","2020-01-13"
"86390",3.13,"Northwest","2020-01-14"
"86391",4.75,"Northwest","2020-01-15"
"86392",5.6,"Northwest","2020-01-16"
"86393",4.61,"Northwest","2020-01-17"
"86394",3.43,"Northwest","2020-01-18"
"86395",5.65,"Northwest","2020-01-19"
"86396",5.87,"Northwest","2020-01-20"
"86397",3.76,"Northwest","2020-01-21"
"86398",2.63,"Northwest","2020-01-22"
"86399",5.01,"Northwest","2020-01-23"
"86400",5.71,"Northwest","2020-01-24"
"86401",4.96,"Northwest","2020-01-25"
"86402",3.69,"Northwest","2020-01-26"
"86403",5.41,"Northwest","2020-01-27"
"86404",5.12,"Northwest","2020-01-28"
"86405",5.39,"Northwest","2020-01-29"
"86406",7.16,"Northwest","2020-01-30"
"86407",4.24,"Northwest","2020-01-31"
"86408",3.65,"Northwest","2020-02-01"
"86409",4,"Northwest","2020-02-02"
"86410",4.26,"Northwest","2020-02-03"
"86411",7.18,"Northwest","2020-02-04"
"86412",5.44,"Northwest","2020-02-05"
"86413",8.39,"Northwest","2020-02-06"
"86414",8.74,"Northwest","2020-02-07"
"86415",6.96,"Northwest","2020-02-08"
"86416",5.91,"Northwest","2020-02-09"
"86417",7.31,"Northwest","2020-02-10"
"86418",7.66,"Northwest","2020-02-11"
"86419",9.3,"Northwest","2020-02-12"
"86420",9.49,"Northwest","2020-02-13"
"86421",8.79,"Northwest","2020-02-14"
"86422",5.25,"Northwest","2020-02-15"
"86423",10.38,"Northwest","2020-02-16"
"86424",8.43,"Northwest","2020-02-17"
"86425",7.06,"Northwest","2020-02-18"
"86426",11.1,"Northwest","2020-02-19"
"86427",8.97,"Northwest","2020-02-20"
"86428",10.49,"Northwest","2020-02-21"
"86429",8.02,"Northwest","2020-02-22"
"86430",7.55,"Northwest","2020-02-23"
"86431",10.11,"Northwest","2020-02-24"
"86432",11.02,"Northwest","2020-02-25"
"86433",12.5,"Northwest","2020-02-26"
"86434",10.05,"Northwest","2020-02-27"
"86435",10.39,"Northwest","2020-02-28"
"86436",11.86,"Northwest","2020-02-29"
"86437",10.9,"Northwest","2020-03-01"
"86438",9.36,"Northwest","2020-03-02"
"86439",12.54,"Northwest","2020-03-03"
"86440",11.72,"Northwest","2020-03-04"
"86441",14.96,"Northwest","2020-03-05"
"86442",14.78,"Northwest","2020-03-06"
"86443",8.11,"Northwest","2020-03-07"
"86444",12.15,"Northwest","2020-03-08"
"86445",10.72,"Northwest","2020-03-09"
"86446",14.83,"Northwest","2020-03-10"
"86447",15.85,"Northwest","2020-03-11"
"86448",11.62,"Northwest","2020-03-12"
"86449",9.79,"Northwest","2020-03-13"
"86450",17.08,"Northwest","2020-03-14"
"86451",17.32,"Northwest","2020-03-15"
"86452",12,"Northwest","2020-03-16"
"86453",16.11,"Northwest","2020-03-17"
"86454",18.12,"Northwest","2020-03-18"
"86455",13.99,"Northwest","2020-03-19"
"86456",18.91,"Northwest","2020-03-20"
"86457",19.34,"Northwest","2020-03-21"
"86458",18.98,"Northwest","2020-03-22"
"86459",16.17,"Northwest","2020-03-23"
"86460",18.57,"Northwest","2020-03-24"
"86461",10.7,"Northwest","2020-03-25"
"86462",20.17,"Northwest","2020-03-26"
"86463",18.64,"Northwest","2020-03-27"
"86464",19.76,"Northwest","2020-03-28"
"86465",19.27,"Northwest","2020-03-29"
"86466",21.01,"Northwest","2020-03-30"
"86467",20.98,"Northwest","2020-03-31"
"86468",21.8,"Northwest","2020-04-01"
"86469",18.16,"Northwest","2020-04-02"
"86470",15.8,"Northwest","2020-04-03"
"86471",15.04,"Northwest","2020-04-04"
"86472",14.03,"Northwest","2020-04-05"
"86473",17.7,"Northwest","2020-04-06"
"86474",18.99,"Northwest","2020-04-07"
"86475",17.45,"Northwest","2020-04-08"
"86476",23.32,"Northwest","2020-04-09"
"86477",16.21,"Northwest","2020-04-10"
"86478",21.23,"Northwest","2020-04-11"
"86479",24.16,"Northwest","2020-04-12"
"86480",15.97,"Northwest","2020-04-13"
"86481",20.37,"Northwest","2020-04-14"
"86482",23.1,"Northwest","2020-04-15"
"86483",19.58,"Northwest","2020-04-16"
"86484",23.07,"Northwest","2020-04-17"
"86485",15.55,"Northwest","2020-04-18"
"86486",24.83,"Northwest","2020-04-19"
"86487",16.92,"Northwest","2020-04-20"
"86488",25.36,"Northwest","2020-04-21"
"86489",27,"Northwest","2020-04-22"
"86490",26.39,"Northwest","2020-04-23"
"86491",25.88,"Northwest","2020-04-24"
"86492",23.99,"Northwest","2020-04-25"
"86493",27.44,"Northwest","2020-04-26"
"86494",27.07,"Northwest","2020-04-27"
"86495",23.56,"Northwest","2020-04-28"
"86496",22.15,"Northwest","2020-04-29"
"86497",24.53,"Northwest","2020-04-30"
"86498",25.95,"Northwest","2020-05-01"
"86499",23,"Northwest","2020-05-02"
"86500",23.5,"Northwest","2020-05-03"
"86501",27.1,"Northwest","2020-05-04"
"86502",24.86,"Northwest","2020-05-05"
"86503",21.86,"Northwest","2020-05-06"
"86504",23.81,"Northwest","2020-05-07"
"86505",25.27,"Northwest","2020-05-08"
"86506",24.82,"Northwest","2020-05-09"
"86507",24.89,"Northwest","2020-05-10"
"86508",25.07,"Northwest","2020-05-11"
"86509",26.25,"Northwest","2020-05-12"
"86510",27.72,"Northwest","2020-05-13"
"86511",24.81,"Northwest","2020-05-14"
"86512",14.09,"Northwest","2020-05-15"
"86513",28.25,"Northwest","2020-05-16"
"86514",27.67,"Northwest","2020-05-17"
"86515",26.47,"Northwest","2020-05-18"
"86516",25.6,"Northwest","2020-05-19"
"86517",25.33,"Northwest","2020-05-20"
"86518",16.95,"Northwest","2020-05-21"
"86519",15.38,"Northwest","2020-05-22"
"86520",16.27,"Northwest","2020-05-23"
"86521",23.02,"Northwest","2020-05-24"
"86522",15.34,"Northwest","2020-05-25"
"86523",15.46,"Northwest","2020-05-26"
"86524",20.83,"Northwest","2020-05-27"
"86525",18.88,"Northwest","2020-05-28"
"86526",12.89,"Northwest","2020-05-29"
"86527",14.92,"Northwest","2020-05-30"
"86528",19.99,"Northwest","2020-05-31"
"86529",23.42,"Northwest","2020-06-01"
"86530",18.82,"Northwest","2020-06-02"
"86531",9.97,"Northwest","2020-06-03"
"86532",29.55,"Northwest","2020-06-04"
"86533",20.86,"Northwest","2020-06-05"
"86534",10.22,"Northwest","2020-06-06"
"86535",28.79,"Northwest","2020-06-07"
"86536",7.99,"Northwest","2020-06-08"
"86537",22.07,"Northwest","2020-06-09"
"86538",5.65,"Northwest","2020-06-10"
"86539",9.86,"Northwest","2020-06-11"
"86540",30.95,"Northwest","2020-06-12"
"86541",30.25,"Northwest","2020-06-13"
"86542",27.65,"Northwest","2020-06-14"
"86543",28.62,"Northwest","2020-06-15"
"86544",26.01,"Northwest","2020-06-16"
"86545",20.59,"Northwest","2020-06-17"
"86546",21.61,"Northwest","2020-06-18"
"86547",9.32,"Northwest","2020-06-19"
"86548",15.82,"Northwest","2020-06-20"
"86549",7.23,"Northwest","2020-06-21"
"86550",18.95,"Northwest","2020-06-22"
"86551",21.37,"Northwest","2020-06-23"
"86552",23.19,"Northwest","2020-06-24"
"86553",8.84,"Northwest","2020-06-25"
"86554",17.82,"Northwest","2020-06-26"
"86555",22.66,"Northwest","2020-06-27"
"86556",29.04,"Northwest","2020-06-28"
"86557",28.96,"Northwest","2020-06-29"
"86558",28.19,"Northwest","2020-06-30"
"86559",16.8,"Northwest","2020-07-01"
"86560",21.56,"Northwest","2020-07-02"
"86561",25.92,"Northwest","2020-07-03"
"86562",13.48,"Northwest","2020-07-04"
"86563",28.43,"Northwest","2020-07-05"
"86564",13.05,"Northwest","2020-07-06"
"86565",25.66,"Northwest","2020-07-07"
"86566",24.7,"Northwest","2020-07-08"
"86567",20.93,"Northwest","2020-07-09"
"86568",23.21,"Northwest","2020-07-10"
"86569",7.64,"Northwest","2020-07-11"
"86570",25.49,"Northwest","2020-07-12"
"86571",29.37,"Northwest","2020-07-13"
"86572",15.84,"Northwest","2020-07-14"
"86573",25.75,"Northwest","2020-07-15"
"86574",23.82,"Northwest","2020-07-16"
"86575",23.65,"Northwest","2020-07-17"
"86576",13.65,"Northwest","2020-07-18"
"86577",6.47,"Northwest","2020-07-19"
"86578",15,"Northwest","2020-07-20"
"86579",27.66,"Northwest","2020-07-21"
"86580",25.85,"Northwest","2020-07-22"
"86581",24.9,"Northwest","2020-07-23"
"86582",24.68,"Northwest","2020-07-24"
"86583",12.28,"Northwest","2020-07-25"
"86584",22.24,"Northwest","2020-07-26"
"86585",19.91,"Northwest","2020-07-27"
"86586",16.05,"Northwest","2020-07-28"
"86587",9.97,"Northwest","2020-07-29"
"86588",24.16,"Northwest","2020-07-30"
"86589",26.57,"Northwest","2020-07-31"
"86590",7.16,"Northwest","2020-08-01"
"86591",18.02,"Northwest","2020-08-02"
"86592",14.82,"Northwest","2020-08-03"
"86593",24.34,"Northwest","2020-08-04"
"86594",15.92,"Northwest","2020-08-05"
"86595",23.08,"Northwest","2020-08-06"
"86596",22.24,"Northwest","2020-08-07"
"86597",20.5,"Northwest","2020-08-08"
"86598",23.11,"Northwest","2020-08-09"
"86599",16.67,"Northwest","2020-08-10"
"86600",18.12,"Northwest","2020-08-11"
"86601",13.03,"Northwest","2020-08-12"
"86602",24.52,"Northwest","2020-08-13"
"86603",22.32,"Northwest","2020-08-14"
"86604",17.96,"Northwest","2020-08-15"
"86605",18.72,"Northwest","2020-08-16"
